AssetId,Faction,UnitId,VoiceId,EventTag,Variant,TextRu,ControlInstruction,AnchorFile,OutputFile,DurationSeconds,SampleRate,PeakDb,GenerationMode,CfgValue,InferenceTimesteps,Status,Notes,GenerationTimestamp
LINE_Alliance_Rifleman_EnemyDestroyed_01,Alliance,Alliance_Rifleman,Alliance_Rifleman,EnemyDestroyed,1,Tsel neytralizovana.,"Young adult male soldier voice, modern professional infantry, energetic and clear, English-influenced Russian phrasing, fast medium pace.",Anchors/Alliance/Alliance_Rifleman/anchor_02.wav,Units/Alliance/VO_Alliance_Rifleman_EnemyDestroyed_01.wav,1.44,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Alliance_Rifleman_Idle_01,Alliance,Alliance_Rifleman,Alliance_Rifleman,Idle,1,Zhdu prikaza.,"Young adult male soldier voice, modern professional infantry, energetic and clear, English-influenced Russian phrasing, fast medium pace.",Anchors/Alliance/Alliance_Rifleman/anchor_02.wav,Units/Alliance/VO_Alliance_Rifleman_Idle_01.wav,1.03,48000,-3.11,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(relaxed in character) ,2026-07-28
LINE_Alliance_Rifleman_Move_01,Alliance,Alliance_Rifleman,Alliance_Rifleman,Move,1,Vydvigayus.,"Young adult male soldier voice, modern professional infantry, energetic and clear, English-influenced Russian phrasing, fast medium pace.",Anchors/Alliance/Alliance_Rifleman/anchor_02.wav,Units/Alliance/VO_Alliance_Rifleman_Move_01.wav,1.02,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Alliance_Rifleman_Selected_01,Alliance,Alliance_Rifleman,Alliance_Rifleman,Selected,1,Infantry na pozitsii.,"Young adult male soldier voice, modern professional infantry, energetic and clear, English-influenced Russian phrasing, fast medium pace.",Anchors/Alliance/Alliance_Rifleman/anchor_02.wav,Units/Alliance/VO_Alliance_Rifleman_Selected_01.wav,1.88,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Coalition_Captain_Attack_01,Coalition,Coalition_Captain,Coalition_Captain,Attack,1,Ogon po korablyu protivnika.,"Calm disciplined male captain voice, lower register, measured and precise, restrained authority, medium-slow pace.",Anchors/Coalition/Coalition_Captain/anchor_02.wav,Units/Coalition/VO_Coalition_Captain_Attack_01.wav,1.44,48000,-10.69,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Coalition_Captain_CannotComply_01,Coalition,Coalition_Captain,Coalition_Captain,CannotComply,1,Prikaz nevypolnim.,"Calm disciplined male captain voice, lower register, measured and precise, restrained authority, medium-slow pace.",Anchors/Coalition/Coalition_Captain/anchor_02.wav,Units/Coalition/VO_Coalition_Captain_CannotComply_01.wav,1.34,48000,-6.9,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(firm concise refusal) ,2026-07-28
LINE_Coalition_Captain_Death_01,Coalition,Coalition_Captain,Coalition_Captain,Death,1,Korabl teryaem.,"Calm disciplined male captain voice, lower register, measured and precise, restrained authority, medium-slow pace.",Anchors/Coalition/Coalition_Captain/anchor_02.wav,Units/Coalition/VO_Coalition_Captain_Death_01.wav,1.08,48000,-9.66,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Coalition_Captain_Move_01,Coalition,Coalition_Captain,Coalition_Captain,Move,1,Kurs na pozitsiyu.,"Calm disciplined male captain voice, lower register, measured and precise, restrained authority, medium-slow pace.",Anchors/Coalition/Coalition_Captain/anchor_02.wav,Units/Coalition/VO_Coalition_Captain_Move_01.wav,1.28,48000,-15.17,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Coalition_Captain_Selected_01,Coalition,Coalition_Captain,Coalition_Captain,Selected,1,Kapitan na mostike.,"Calm disciplined male captain voice, lower register, measured and precise, restrained authority, medium-slow pace.",Anchors/Coalition/Coalition_Captain/anchor_02.wav,Units/Coalition/VO_Coalition_Captain_Selected_01.wav,1.26,48000,-17.17,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Coalition_Fighter_Ability.Activate_01,Coalition,Coalition_Fighter,Coalition_Fighter,Ability.Activate,1,Aktiviruyu sistemu.,"Calm disciplined male pilot voice, controlled and precise, fast medium pace, minimal filler words, professional.",Anchors/Coalition/Coalition_Fighter/anchor_02.wav,Units/Coalition/VO_Coalition_Fighter_Ability_Activate_01.wav,1.28,48000,-8.25,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(sharp focused) ,2026-07-28
LINE_Coalition_Fighter_Attack.Air_01,Coalition,Coalition_Fighter,Coalition_Fighter,Attack.Air,1,Vozdushnyy boy. Atakuyu vedushchego.,"Calm disciplined male pilot voice, controlled and precise, fast medium pace, minimal filler words, professional.",Anchors/Coalition/Coalition_Fighter/anchor_02.wav,Units/Coalition/VO_Coalition_Fighter_Attack_Air_01.wav,3.2,48000,-6.08,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(focused combat intensity) ,2026-07-28
LINE_Coalition_Fighter_Death_01,Coalition,Coalition_Fighter,Coalition_Fighter,Death,1,Katapultiruyus.,"Calm disciplined male pilot voice, controlled and precise, fast medium pace, minimal filler words, professional.",Anchors/Coalition/Coalition_Fighter/anchor_02.wav,Units/Coalition/VO_Coalition_Fighter_Death_01.wav,1.07,48000,-8.78,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_Coalition_Fighter_EnemyDestroyed_01,Coalition,Coalition_Fighter,Coalition_Fighter,EnemyDestroyed,1,Tsel sbita.,"Calm disciplined male pilot voice, controlled and precise, fast medium pace, minimal filler words, professional.",Anchors/Coalition/Coalition_Fighter/anchor_02.wav,Units/Coalition/VO_Coalition_Fighter_EnemyDestroyed_01.wav,1.06,48000,-3.81,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Coalition_Fighter_Selected_01,Coalition,Coalition_Fighter,Coalition_Fighter,Selected,1,Pilot v kabine.,"Calm disciplined male pilot voice, controlled and precise, fast medium pace, minimal filler words, professional.",Anchors/Coalition/Coalition_Fighter/anchor_02.wav,Units/Coalition/VO_Coalition_Fighter_Selected_01.wav,1.28,48000,-5.19,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Coalition_MainTank_Attack_01,Coalition,Coalition_MainTank,Coalition_MainTank,Attack,1,Orudie k boyu. Ogon.,"Calm disciplined male armor officer voice, lower register, methodical, restrained, precise short phrases, medium pace.",Anchors/Coalition/Coalition_MainTank/anchor_03.wav,Units/Coalition/VO_Coalition_MainTank_Attack_01.wav,2.05,48000,-3.1,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Coalition_MainTank_Attack.Building_01,Coalition,Coalition_MainTank,Coalition_MainTank,Attack.Building,1,Zagraditelnyy ogon po ukrepleniyam.,"Calm disciplined male armor officer voice, lower register, methodical, restrained, precise short phrases, medium pace.",Anchors/Coalition/Coalition_MainTank/anchor_03.wav,Units/Coalition/VO_Coalition_MainTank_Attack_Building_01.wav,2.22,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Coalition_MainTank_CriticalDamage_01,Coalition,Coalition_MainTank,Coalition_MainTank,CriticalDamage,1,Bronya probita. Avariynyy rezhim.,"Calm disciplined male armor officer voice, lower register, methodical, restrained, precise short phrases, medium pace.",Anchors/Coalition/Coalition_MainTank/anchor_03.wav,Units/Coalition/VO_Coalition_MainTank_CriticalDamage_01.wav,2.92,48000,-3.82,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(severe urgency controlled panic) ,2026-07-28
LINE_Coalition_MainTank_Damaged_01,Coalition,Coalition_MainTank,Coalition_MainTank,Damaged,1,Popadanie. Manevriruyu.,"Calm disciplined male armor officer voice, lower register, methodical, restrained, precise short phrases, medium pace.",Anchors/Coalition/Coalition_MainTank/anchor_03.wav,Units/Coalition/VO_Coalition_MainTank_Damaged_01.wav,1.92,48000,-6.65,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(strained but intelligible urgent) ,2026-07-28
LINE_Coalition_MainTank_Selected_01,Coalition,Coalition_MainTank,Coalition_MainTank,Selected,1,Tank v stroyu.,"Calm disciplined male armor officer voice, lower register, methodical, restrained, precise short phrases, medium pace.",Anchors/Coalition/Coalition_MainTank/anchor_03.wav,Units/Coalition/VO_Coalition_MainTank_Selected_01.wav,0.92,48000,-3.19,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_Coalition_Rifleman_Attack_01,Coalition,Coalition_Rifleman,Coalition_Rifleman,Attack,1,Ogon po protivniku.,"Calm disciplined male soldier voice, disciplined, measured, precise short Russian phrases, focused, neutral continental accent.",Anchors/Coalition/Coalition_Rifleman/anchor_02.wav,Units/Coalition/VO_Coalition_Rifleman_Attack_01.wav,1.44,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_Coalition_Rifleman_EnemyDestroyed_01,Coalition,Coalition_Rifleman,Coalition_Rifleman,EnemyDestroyed,1,Tsel neytralizovana.,"Calm disciplined male soldier voice, disciplined, measured, precise short Russian phrases, focused, neutral continental accent.",Anchors/Coalition/Coalition_Rifleman/anchor_02.wav,Units/Coalition/VO_Coalition_Rifleman_EnemyDestroyed_01.wav,1.28,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_Coalition_Rifleman_Idle_01,Coalition,Coalition_Rifleman,Coalition_Rifleman,Idle,1,Zhdu prikaza.,"Calm disciplined male soldier voice, disciplined, measured, precise short Russian phrases, focused, neutral continental accent.",Anchors/Coalition/Coalition_Rifleman/anchor_02.wav,Units/Coalition/VO_Coalition_Rifleman_Idle_01.wav,1.01,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(relaxed in character) ,2026-07-28
LINE_Coalition_Rifleman_Move_01,Coalition,Coalition_Rifleman,Coalition_Rifleman,Move,1,Vydvigayus.,"Calm disciplined male soldier voice, disciplined, measured, precise short Russian phrases, focused, neutral continental accent.",Anchors/Coalition/Coalition_Rifleman/anchor_02.wav,Units/Coalition/VO_Coalition_Rifleman_Move_01.wav,1.44,48000,-3.53,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_Coalition_Rifleman_Selected_01,Coalition,Coalition_Rifleman,Coalition_Rifleman,Selected,1,Infantry na pozitsii.,"Calm disciplined male soldier voice, disciplined, measured, precise short Russian phrases, focused, neutral continental accent.",Anchors/Coalition/Coalition_Rifleman/anchor_02.wav,Units/Coalition/VO_Coalition_Rifleman_Selected_01.wav,1.12,48000,-3.0,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_USSR_Captain_Attack_01,Soviet,USSR_Captain,USSR_Captain,Attack,1,Ogon po korablyu protivnika.,"Mature Russian male naval officer voice, deep register, confident and commanding, experienced seaman, slow medium pace with gravitas.",Anchors/Soviet/USSR_Captain/anchor_01.wav,Units/Soviet/VO_USSR_Captain_Attack_01.wav,2.56,48000,-4.8,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_USSR_Captain_CannotComply_01,Soviet,USSR_Captain,USSR_Captain,CannotComply,1,Prikaz nevypolnim.,"Mature Russian male naval officer voice, deep register, confident and commanding, experienced seaman, slow medium pace with gravitas.",Anchors/Soviet/USSR_Captain/anchor_01.wav,Units/Soviet/VO_USSR_Captain_CannotComply_01.wav,1.08,48000,-4.73,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(firm concise refusal) ,2026-07-28
LINE_USSR_Captain_Death_01,Soviet,USSR_Captain,USSR_Captain,Death,1,Korabl teryaem.,"Mature Russian male naval officer voice, deep register, confident and commanding, experienced seaman, slow medium pace with gravitas.",Anchors/Soviet/USSR_Captain/anchor_01.wav,Units/Soviet/VO_USSR_Captain_Death_01.wav,1.08,48000,-4.58,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_USSR_Captain_Move_01,Soviet,USSR_Captain,USSR_Captain,Move,1,Kurs na pozitsiyu.,"Mature Russian male naval officer voice, deep register, confident and commanding, experienced seaman, slow medium pace with gravitas.",Anchors/Soviet/USSR_Captain/anchor_01.wav,Units/Soviet/VO_USSR_Captain_Move_01.wav,1.6,48000,-6.04,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_USSR_Captain_Selected_01,Soviet,USSR_Captain,USSR_Captain,Selected,1,Kapitan na mostike.,"Mature Russian male naval officer voice, deep register, confident and commanding, experienced seaman, slow medium pace with gravitas.",Anchors/Soviet/USSR_Captain/anchor_01.wav,Units/Soviet/VO_USSR_Captain_Selected_01.wav,1.69,48000,-6.71,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_USSR_Fighter_Ability.Activate_01,Soviet,USSR_Fighter,USSR_Fighter,Ability.Activate,1,Aktiviruyu sistemu.,"Young Russian male combat pilot voice, energetic and focused, short commanding bursts, slight hoarseness, fast medium pace.",Anchors/Soviet/USSR_Fighter/anchor_02.wav,Units/Soviet/VO_USSR_Fighter_Ability_Activate_01.wav,1.2,48000,-7.84,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(sharp focused) ,2026-07-28
LINE_USSR_Fighter_Attack.Air_01,Soviet,USSR_Fighter,USSR_Fighter,Attack.Air,1,Vozdushnyy boy. Atakuyu vedushchego.,"Young Russian male combat pilot voice, energetic and focused, short commanding bursts, slight hoarseness, fast medium pace.",Anchors/Soviet/USSR_Fighter/anchor_02.wav,Units/Soviet/VO_USSR_Fighter_Attack_Air_01.wav,2.72,48000,-4.02,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(focused combat intensity) ,2026-07-28
LINE_USSR_Fighter_Death_01,Soviet,USSR_Fighter,USSR_Fighter,Death,1,Katapultiruyus.,"Young Russian male combat pilot voice, energetic and focused, short commanding bursts, slight hoarseness, fast medium pace.",Anchors/Soviet/USSR_Fighter/anchor_02.wav,Units/Soviet/VO_USSR_Fighter_Death_01.wav,0.99,48000,-10.58,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(short final reaction) ,2026-07-28
LINE_USSR_Fighter_EnemyDestroyed_01,Soviet,USSR_Fighter,USSR_Fighter,EnemyDestroyed,1,Tsel sbita.,"Young Russian male combat pilot voice, energetic and focused, short commanding bursts, slight hoarseness, fast medium pace.",Anchors/Soviet/USSR_Fighter/anchor_02.wav,Units/Soviet/VO_USSR_Fighter_EnemyDestroyed_01.wav,1.12,48000,-10.63,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_USSR_Fighter_Selected_01,Soviet,USSR_Fighter,USSR_Fighter,Selected,1,Pilot v kabine.,"Young Russian male combat pilot voice, energetic and focused, short commanding bursts, slight hoarseness, fast medium pace.",Anchors/Soviet/USSR_Fighter/anchor_02.wav,Units/Soviet/VO_USSR_Fighter_Selected_01.wav,2.55,48000,-10.12,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_USSR_MainTank_Attack_01,Soviet,USSR_MainTank,USSR_MainTank,Attack,1,Orudie k boyu. Ogon.,"Heavyset Russian male tank commander voice, deep chest voice, low rumble, confident and unhurried, mature veteran, slow medium pace.",Anchors/Soviet/USSR_MainTank/anchor_02.wav,Units/Soviet/VO_USSR_MainTank_Attack_01.wav,1.84,48000,-7.21,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_USSR_MainTank_Attack.Building_01,Soviet,USSR_MainTank,USSR_MainTank,Attack.Building,1,Zagraditelnyy ogon po ukrepleniyam.,"Heavyset Russian male tank commander voice, deep chest voice, low rumble, confident and unhurried, mature veteran, slow medium pace.",Anchors/Soviet/USSR_MainTank/anchor_02.wav,Units/Soviet/VO_USSR_MainTank_Attack_Building_01.wav,2.08,48000,-13.78,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_USSR_MainTank_CriticalDamage_01,Soviet,USSR_MainTank,USSR_MainTank,CriticalDamage,1,Bronya probita. Avariynyy rezhim.,"Heavyset Russian male tank commander voice, deep chest voice, low rumble, confident and unhurried, mature veteran, slow medium pace.",Anchors/Soviet/USSR_MainTank/anchor_02.wav,Units/Soviet/VO_USSR_MainTank_CriticalDamage_01.wav,2.19,48000,-9.31,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(severe urgency controlled panic) ,2026-07-28
LINE_USSR_MainTank_Damaged_01,Soviet,USSR_MainTank,USSR_MainTank,Damaged,1,Popadanie. Manevriruyu.,"Heavyset Russian male tank commander voice, deep chest voice, low rumble, confident and unhurried, mature veteran, slow medium pace.",Anchors/Soviet/USSR_MainTank/anchor_02.wav,Units/Soviet/VO_USSR_MainTank_Damaged_01.wav,1.43,48000,-7.79,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(strained but intelligible urgent) ,2026-07-28
LINE_USSR_MainTank_Selected_01,Soviet,USSR_MainTank,USSR_MainTank,Selected,1,Tank v stroyu.,"Heavyset Russian male tank commander voice, deep chest voice, low rumble, confident and unhurried, mature veteran, slow medium pace.",Anchors/Soviet/USSR_MainTank/anchor_02.wav,Units/Soviet/VO_USSR_MainTank_Selected_01.wav,1.05,48000,-11.06,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
LINE_USSR_Rifleman_Attack_01,Soviet,USSR_Rifleman,USSR_Rifleman,Attack,1,Ogon po protivniku.,"Young Russian male soldier voice, raw infantry energy, short clipped Russian phrases, confident, slightly hoarse from field duty, medium pace.",Anchors/Soviet/USSR_Rifleman/anchor_02.wav,Units/Soviet/VO_USSR_Rifleman_Attack_01.wav,1.28,48000,-6.6,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled aggression combat) ,2026-07-28
LINE_USSR_Rifleman_EnemyDestroyed_01,Soviet,USSR_Rifleman,USSR_Rifleman,EnemyDestroyed,1,Tsel neytralizovana.,"Young Russian male soldier voice, raw infantry energy, short clipped Russian phrases, confident, slightly hoarse from field duty, medium pace.",Anchors/Soviet/USSR_Rifleman/anchor_02.wav,Units/Soviet/VO_USSR_Rifleman_EnemyDestroyed_01.wav,1.76,48000,-11.31,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(controlled satisfaction) ,2026-07-28
LINE_USSR_Rifleman_Idle_01,Soviet,USSR_Rifleman,USSR_Rifleman,Idle,1,Zhdu prikaza.,"Young Russian male soldier voice, raw infantry energy, short clipped Russian phrases, confident, slightly hoarse from field duty, medium pace.",Anchors/Soviet/USSR_Rifleman/anchor_02.wav,Units/Soviet/VO_USSR_Rifleman_Idle_01.wav,1.12,48000,-9.18,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(relaxed in character) ,2026-07-28
LINE_USSR_Rifleman_Move_01,Soviet,USSR_Rifleman,USSR_Rifleman,Move,1,Vydvigayus.,"Young Russian male soldier voice, raw infantry energy, short clipped Russian phrases, confident, slightly hoarse from field duty, medium pace.",Anchors/Soviet/USSR_Rifleman/anchor_02.wav,Units/Soviet/VO_USSR_Rifleman_Move_01.wav,1.12,48000,-8.72,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(confident acknowledgement focused) ,2026-07-28
LINE_USSR_Rifleman_Selected_01,Soviet,USSR_Rifleman,USSR_Rifleman,Selected,1,Infantry na pozitsii.,"Young Russian male soldier voice, raw infantry energy, short clipped Russian phrases, confident, slightly hoarse from field duty, medium pace.",Anchors/Soviet/USSR_Rifleman/anchor_02.wav,Units/Soviet/VO_USSR_Rifleman_Selected_01.wav,1.42,48000,-6.94,voice_clone_with_anchor,2.0,10,ok,red_alert_quote=False; style_prefix=(alert ready concise) ,2026-07-28
