Faction,VoiceId,EventId,Variant,FrequencyTier,Priority,CooldownSeconds,ConcurrencyGroup,InterruptPolicy,ContextDescription,TextRu,SpokenTextRu,Emotion,Pace,Intensity,ControlInstruction,CanonicalSource,CanonicalPreserved,Status,Notes
SU,EVA_SU_KONTUR,FACTION_ABILITY_ACTIVATED,01,Standard,2,3.0,CG_Intel,Queue,Активация «Общего нажима»,Приказ «Общий нажим» отдан! Вперёд!,Приказ Общий нажим отдан! Вперёд!,Authoritative,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=FACTION_ABILITY_ACTIVATED;Variant=01
SU,EVA_SU_KONTUR,FACTION_ABILITY_ACTIVATED,02,Standard,2,3.0,CG_Intel,Queue,Активация «Общего нажима»,Атака по всему фронту активирована!,Атака по всему фронту активирована!,Authoritative,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=FACTION_ABILITY_ACTIVATED;Variant=02
SU,EVA_SU_KONTUR,FACTION_ABILITY_ACTIVATED,03,Standard,2,3.0,CG_Intel,Queue,Активация «Общего нажима»,Войска получили ускорение и иммунитет к подавлению.,Войска получили ускорение и иммунитет к подавлению.,Authoritative,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=FACTION_ABILITY_ACTIVATED;Variant=03
SU,EVA_SU_KONTUR,ALLIED_BASE_UNDER_ATTACK,01,Standard,2,6.0,CG_CombatAlert,InterruptImmediate,Атакована база союзника,База союзника под огнём противника!,База союзника под огнём противника!,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=ALLIED_BASE_UNDER_ATTACK;Variant=01
SU,EVA_SU_KONTUR,ALLIED_BASE_UNDER_ATTACK,02,Standard,2,6.0,CG_CombatAlert,InterruptImmediate,Атакована база союзника,Союзные силы запрашивают подкрепление!,Союзные силы запрашивают подкрепление!,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=ALLIED_BASE_UNDER_ATTACK;Variant=02
SU,EVA_SU_KONTUR,ALLIED_BASE_UNDER_ATTACK,03,Standard,2,6.0,CG_CombatAlert,InterruptImmediate,Атакована база союзника,Враг штурмует позиции наших союзников.,Враг штурмует позиции наших союзников.,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=ALLIED_BASE_UNDER_ATTACK;Variant=03
SU,EVA_SU_KONTUR,RADAR_OFFLINE,01,Standard,2,5.0,CG_Intel,InterruptImmediate,Отключение радара,Потерян сигнал с Командным радаром!,Потерян сигнал с Командным радаром!,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RADAR_OFFLINE;Variant=01
SU,EVA_SU_KONTUR,RADAR_OFFLINE,02,Standard,2,5.0,CG_Intel,InterruptImmediate,Отключение радара,Связь с радаром обесточена. Мини-карта недоступна.,Связь с радаром обесточена. Мини-карта недоступна.,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RADAR_OFFLINE;Variant=02
SU,EVA_SU_KONTUR,RADAR_OFFLINE,03,Standard,2,5.0,CG_Intel,InterruptImmediate,Отключение радара,Слепая зона! Радар повреждён.,Слепая зона! Радар повреждён.,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RADAR_OFFLINE;Variant=03
SU,EVA_SU_KONTUR,RESOURCES_DEPLETED,01,Standard,3,10.0,CG_Economy,DropIfBusy,Истощение месторождения руды,Месторождение руды полностью выработано.,Месторождение руды полностью выработано.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RESOURCES_DEPLETED;Variant=01
SU,EVA_SU_KONTUR,RESOURCES_DEPLETED,02,Standard,3,10.0,CG_Economy,DropIfBusy,Истощение месторождения руды,Рудная жила истощена. Перенаправьте «Богатырь».,Рудная жила истощена. Перенаправьте Богатырь.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RESOURCES_DEPLETED;Variant=02
SU,EVA_SU_KONTUR,RESOURCES_DEPLETED,03,Standard,3,10.0,CG_Economy,DropIfBusy,Истощение месторождения руды,Добыча на участке прекращена. Руды нет.,Добыча на участке прекращена. Руды нет.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=RESOURCES_DEPLETED;Variant=03
AL,EVA_AL_ASTRA,UNIT_READY_GENERIC,01,Frequent,3,2.0,CG_Production,Queue,Универсальное завершение постройки,Подразделение завершило подготовку.,Подразделение завершило подготовку.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=UNIT_READY_GENERIC;Variant=01
AL,EVA_AL_ASTRA,UNIT_READY_GENERIC,02,Frequent,3,2.0,CG_Production,Queue,Универсальное завершение постройки,Боевой юнит развёрнут и готов.,Боевой юнит развёрнут и готов.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=UNIT_READY_GENERIC;Variant=02
AL,EVA_AL_ASTRA,UNIT_READY_GENERIC,03,Frequent,3,2.0,CG_Production,Queue,Универсальное завершение постройки,Подкрепление поступило в ваше распоряжение.,Подкрепление поступило в ваше распоряжение.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=UNIT_READY_GENERIC;Variant=03
AL,EVA_AL_ASTRA,UNIT_READY_GENERIC,04,Frequent,3,2.0,CG_Production,Queue,Универсальное завершение постройки,Единица вошла в тактическую сеть.,Единица вошла в тактическую сеть.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=UNIT_READY_GENERIC;Variant=04
AL,EVA_AL_ASTRA,INFANTRY_READY,01,Frequent,3,2.0,CG_Production,Queue,Пехотное подразделение готово,Отряд пехоты готов к выходу на позицию.,Отряд пехоты готов к выходу на позицию.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INFANTRY_READY;Variant=01
AL,EVA_AL_ASTRA,INFANTRY_READY,02,Frequent,3,2.0,CG_Production,Queue,Пехотное подразделение готово,Пехотинцы Sentinel экипированы.,Пехотинцы Сентинел экипированы.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INFANTRY_READY;Variant=02
AL,EVA_AL_ASTRA,INFANTRY_READY,03,Frequent,3,2.0,CG_Production,Queue,Пехотное подразделение готово,Специалист развёрнут.,Специалист развёрнут.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INFANTRY_READY;Variant=03
AL,EVA_AL_ASTRA,INFANTRY_READY,04,Frequent,3,2.0,CG_Production,Queue,Пехотное подразделение готово,Тактическая группа пехоты укомплектована.,Тактическая группа пехоты укомплектована.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INFANTRY_READY;Variant=04
AL,EVA_AL_ASTRA,VEHICLE_READY,01,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Бронетехника прошла финишную диагностику.,Бронетехника прошла финишную диагностику.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=VEHICLE_READY;Variant=01
AL,EVA_AL_ASTRA,VEHICLE_READY,02,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Танк Bulwark готов к выдвижению.,Танк Булварк готов к выдвижению.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=VEHICLE_READY;Variant=02
AL,EVA_AL_ASTRA,VEHICLE_READY,03,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Модульная бронемашина готова к бою.,Модульная бронемашина готова к бою.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=VEHICLE_READY;Variant=03
AL,EVA_AL_ASTRA,VEHICLE_READY,04,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Артиллерийская платформа силами Модульного завода передана.,Артиллерийская платформа силами Модульного завода передана.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=VEHICLE_READY;Variant=04
AL,EVA_AL_ASTRA,AIRCRAFT_READY,01,Frequent,3,2.0,CG_Production,Queue,Авиация на взлётной полосе,Боевой самолёт готов к взлёту.,Боевой самолёт готов к взлёту.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=AIRCRAFT_READY;Variant=01
AL,EVA_AL_ASTRA,AIRCRAFT_READY,02,Frequent,3,2.0,CG_Production,Queue,Авиация на взлётной полосе,Истребитель Shrike заступил на дежурство.,Истребитель Шрайк заступил на дежурство.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=AIRCRAFT_READY;Variant=02
AL,EVA_AL_ASTRA,AIRCRAFT_READY,03,Frequent,3,2.0,CG_Production,Queue,Авиация на взлётной полосе,Аппарат Vector размещён на базе «Небесная линия».,Аппарат Вектор размещён на базе Небесная линия.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=AIRCRAFT_READY;Variant=03
AL,EVA_AL_ASTRA,AIRCRAFT_READY,04,Frequent,3,2.0,CG_Production,Queue,Авиация на взлётной полосе,Стелс-бомбардировщик загружен и готов.,Стелс-бомбардировщик загружен и готов.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=AIRCRAFT_READY;Variant=04
AL,EVA_AL_ASTRA,NAVAL_UNIT_READY,01,Frequent,3,2.0,CG_Production,Queue,Корабль сдан в эксплуатацию,Военный корабль сдан в эксплуатацию.,Военный корабль сдан в эксплуатацию.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=NAVAL_UNIT_READY;Variant=01
AL,EVA_AL_ASTRA,NAVAL_UNIT_READY,02,Frequent,3,2.0,CG_Production,Queue,Корабль сдан в эксплуатацию,Эсминец Resolute готовит запуск систем.,Эсминец Резолют готовит запуск систем.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=NAVAL_UNIT_READY;Variant=02
AL,EVA_AL_ASTRA,NAVAL_UNIT_READY,03,Frequent,3,2.0,CG_Production,Queue,Корабль сдан в эксплуатацию,Авианосец Horizon вошёл в акваторию.,Авианосец Хорайзон вошёл в акваторию.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=NAVAL_UNIT_READY;Variant=03
AL,EVA_AL_ASTRA,NAVAL_UNIT_READY,04,Frequent,3,2.0,CG_Production,Queue,Корабль сдан в эксплуатацию,Морской катер спустил трап.,Морской катер спустил трап.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=NAVAL_UNIT_READY;Variant=04
AL,EVA_AL_ASTRA,CONSTRUCTION_COMPLETE,01,Frequent,3,2.0,CG_Production,Queue,Здание построено,Строительство сооружения завершено.,Строительство сооружения завершено.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=CONSTRUCTION_COMPLETE;Variant=01
AL,EVA_AL_ASTRA,CONSTRUCTION_COMPLETE,02,Frequent,3,2.0,CG_Production,Queue,Здание построено,Модуль базы введен в строй.,Модуль базы введен в строй.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=CONSTRUCTION_COMPLETE;Variant=02
AL,EVA_AL_ASTRA,CONSTRUCTION_COMPLETE,03,Frequent,3,2.0,CG_Production,Queue,Здание построено,Новый объект подключается к энергосети.,Новый объект подключается к энергосети.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=CONSTRUCTION_COMPLETE;Variant=03
AL,EVA_AL_ASTRA,CONSTRUCTION_COMPLETE,04,Frequent,3,2.0,CG_Production,Queue,Здание построено,Развёртывание структуры окончено.,Развёртывание структуры окончено.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=CONSTRUCTION_COMPLETE;Variant=04
AL,EVA_AL_ASTRA,INSUFFICIENT_FUNDS,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка кредитов,Недостаточно кредитов для транзакции.,Недостаточно кредитов для транзакции.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INSUFFICIENT_FUNDS;Variant=01
AL,EVA_AL_ASTRA,INSUFFICIENT_FUNDS,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка кредитов,Баланс счёта ниже требуемого порога.,Баланс счёта ниже требуемого порога.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INSUFFICIENT_FUNDS;Variant=02
AL,EVA_AL_ASTRA,INSUFFICIENT_FUNDS,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка кредитов,Требуются дополнительные финансовые поступления.,Требуются дополнительные финансовые поступления.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INSUFFICIENT_FUNDS;Variant=03
AL,EVA_AL_ASTRA,INSUFFICIENT_FUNDS,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка кредитов,Запрос отклонен: дефицит ресурсов.,Запрос отклонен: дефицит ресурсов.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=INSUFFICIENT_FUNDS;Variant=04
AL,EVA_AL_ASTRA,BASE_UNDER_ATTACK,01,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Атака на критическую инфраструктуру,Обнаружена атака на критическую инфраструктуру.,Обнаружена атака на критическую инфраструктуру.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=BASE_UNDER_ATTACK;Variant=01
AL,EVA_AL_ASTRA,BASE_UNDER_ATTACK,02,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Атака на критическую инфраструктуру,Внимание: периметр базы под ударом!,Внимание: периметр базы под ударом!,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BASE_UNDER_ATTACK;Variant=02
AL,EVA_AL_ASTRA,BASE_UNDER_ATTACK,03,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Атака на критическую инфраструктуру,Зафиксировано вражеское проникновение в сектор базы.,Зафиксировано вражеское проникновение в сектор базы.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BASE_UNDER_ATTACK;Variant=03
AL,EVA_AL_ASTRA,BASE_UNDER_ATTACK,04,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Атака на критическую инфраструктуру,Враг ведет обстрел наших модулей!,Враг ведет обстрел наших модулей!,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=BASE_UNDER_ATTACK;Variant=04
AL,EVA_AL_ASTRA,HARVESTER_UNDER_ATTACK,01,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на Pioneer Harvester M88,Платформа Pioneer M88 подверглась нападению!,Платформа Пайонир М88 подверглась нападению!,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HARVESTER_UNDER_ATTACK;Variant=01
AL,EVA_AL_ASTRA,HARVESTER_UNDER_ATTACK,02,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на Pioneer Harvester M88,Добывающий модуль под вражеским огнём!,Добывающий модуль под вражеским огнём!,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HARVESTER_UNDER_ATTACK;Variant=02
AL,EVA_AL_ASTRA,HARVESTER_UNDER_ATTACK,03,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на Pioneer Harvester M88,Критическая угроза комбайну Pioneer!,Критическая угроза комбайну Пайонир!,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HARVESTER_UNDER_ATTACK;Variant=03
AL,EVA_AL_ASTRA,HARVESTER_UNDER_ATTACK,04,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на Pioneer Harvester M88,Вышлите сопровождение к ресурсному комбайну.,Вышлите сопровождение к ресурсному комбайну.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=HARVESTER_UNDER_ATTACK;Variant=04
AL,EVA_AL_ASTRA,POWER_LOW,01,Frequent,2,10.0,CG_Economy,InterruptImmediate,Дефицит энергии,Энергетический резерв ниже безопасного уровня.,Энергетический резерв ниже безопасного уровня.,Urgent,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=POWER_LOW;Variant=01
AL,EVA_AL_ASTRA,POWER_LOW,02,Frequent,2,10.0,CG_Economy,InterruptImmediate,Дефицит энергии,Внимание: падение напряжения в общей сети.,Внимание: падение напряжения в общей сети.,Urgent,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=POWER_LOW;Variant=02
AL,EVA_AL_ASTRA,POWER_LOW,03,Frequent,2,10.0,CG_Economy,InterruptImmediate,Дефицит энергии,Перегрузка электросети. Требуются дополнительные генераторы.,Перегрузка электросети. Требуются дополнительные генераторы.,Urgent,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=POWER_LOW;Variant=03
AL,EVA_AL_ASTRA,POWER_LOW,04,Frequent,2,10.0,CG_Economy,InterruptImmediate,Дефицит энергии,Низкий уровень питания: оборонительные системы работают с ограничениями.,Низкий уровень питания: оборонительные системы работают с ограничениями.,Urgent,Medium-Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=POWER_LOW;Variant=04
AL,EVA_AL_ASTRA,COMMAND_CAP_REACHED,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит подразделений исчерпан,Достигнут предел пропускной способности тактической сети.,Достигнут предел пропускной способности тактической сети.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CAP_REACHED;Variant=01
AL,EVA_AL_ASTRA,COMMAND_CAP_REACHED,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит подразделений исчерпан,Лимит подразделений исчерпан. Постройте казарму.,Лимит подразделений исчерпан. Постройте казарму.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CAP_REACHED;Variant=02
AL,EVA_AL_ASTRA,COMMAND_CAP_REACHED,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит подразделений исчерпан,Превышена емкость командной инфраструктуры.,Превышена емкость командной инфраструктуры.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CAP_REACHED;Variant=03
AL,EVA_AL_ASTRA,COMMAND_CAP_REACHED,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит подразделений исчерпан,Сеть перегружена. Расширьте жилищные модули.,Сеть перегружена. Расширьте жилищные модули.,Professional,Medium-Fast,Medium,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=COMMAND_CAP_REACHED;Variant=04
AL,EVA_AL_ASTRA,STEALTH_UNIT_DETECTED,01,Frequent,2,6.0,CG_Intel,InterruptImmediate,Стелс-цель засечена,Сенсоры зафиксировали маскирующийся объект.,Сенсоры зафиксировали маскирующийся объект.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STEALTH_UNIT_DETECTED;Variant=01
AL,EVA_AL_ASTRA,STEALTH_UNIT_DETECTED,02,Frequent,2,6.0,CG_Intel,InterruptImmediate,Стелс-цель засечена,Обнаружена замаскированная цель противника.,Обнаружена замаскированная цель противника.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STEALTH_UNIT_DETECTED;Variant=02
AL,EVA_AL_ASTRA,STEALTH_UNIT_DETECTED,03,Frequent,2,6.0,CG_Intel,InterruptImmediate,Стелс-цель засечена,Оптический камуфляж врага вскрыт.,Оптический камуфляж врага вскрыт.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STEALTH_UNIT_DETECTED;Variant=03
AL,EVA_AL_ASTRA,STEALTH_UNIT_DETECTED,04,Frequent,2,6.0,CG_Intel,InterruptImmediate,Стелс-цель засечена,Внимание: диверсант в зоне сканирования.,Внимание: диверсант в зоне сканирования.,Urgent,Fast,High,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=STEALTH_UNIT_DETECTED;Variant=04
AL,EVA_AL_ASTRA,MATCH_START,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт операции,Командная сеть активна. Все каналы защищены.,Командная сеть активна. Все каналы защищены.,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=MATCH_START;Variant=01
AL,EVA_AL_ASTRA,MATCH_START,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт операции,ИИ ASTRA подключен. Оперативный штаб Альянса готов.,ИИ Астра подключен. Оперативный штаб Альянса готов.,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Design_v2,false,Approved,Faction=AL;Event=MATCH_START;Variant=02
AL,EVA_AL_ASTRA,MATCH_VICTORY,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Цели операции достигнуты. Потери в допустимых пределах.,Цели операции достигнуты. Потери в допустимых пределах.,Professional,Medium-Fast,Critical,"Professional female tactical AI voice, clean and intelligent, confident, modern, precise, slightly warm, medium-fast pace, excellent Russian diction.",RA4_Bible_v2,true,Approved,Faction=AL;Event=MATCH_VICTORY;Variant=01
